movie,cell_number,object_id,Acc(1)/Alt(0)/NA(3),slice_num,x1,y1,z1,x4,y4,z4,x2,y2,z2,x3,y3,z3,Mother's cell number,Daughter cell Acc,Daughter cell Alt,dist pole to pole,length(um)
CDCssbGFPmcherry01_106_2,3,-3,1,196,503.33334,451.33334,196,534,466.66666,196,518.3333,461.33334,196,534,466.66666,196,2,0,0,34.28636373,3.667703401
CDCssbGFPmcherry01_106_2,3,-3,1,199,500.66666,446,199,529.3333,471.33334,199,529.3333,471.33334,199,529.3333,471.33334,199,2,0,0,38.25642906,4.092391835
CDCssbGFPmcherry01_106_2,3,-3,1,202,500,447.33334,202,530.6667,469.33334,202,530.6667,469.33334,202,530.6667,469.33334,202,2,0,0,37.74184003,4.03734488
CDCssbGFPmcherry01_106_2,3,-3,1,205,502,449,205,533.6667,471,205,533.6667,471,205,533.6667,471,205,2,0,0,38.55878485,4.124735637
CDCssbGFPmcherry01_106_2,3,-3,1,208,495.66666,442.66666,208,522.6667,471.33334,208,522.6667,471.33334,208,522.6667,471.33334,208,2,0,0,39.37995305,4.212578181
CDCssbGFPmcherry01_106_2,3,-3,1,211,494.33334,440.33334,211,522,470.66666,211,522,470.66666,211,522,470.66666,211,2,0,0,41.05550362,4.391816276
CDCssbGFPmcherry01_106_2,4,-4,0,154,533,431.66666,154,519.3333,449,154,519.3333,449,154,519.3333,449,154,2,0,0,22.07313672,2.361222067
CDCssbGFPmcherry01_106_2,4,-4,0,157,538.6667,433.33334,157,524.3333,447.33334,157,524.3333,447.33334,157,524.3333,447.33334,157,2,0,0,20.03612626,2.143317647
CDCssbGFPmcherry01_106_2,4,-4,0,160,526.6667,431.66666,160,521.6667,450.66666,160,521.6667,450.66666,160,521.6667,450.66666,160,2,0,0,19.6468827,2.101679229
CDCssbGFPmcherry01_106_2,4,-4,0,163,528.6667,429.66666,163,524.6667,452.66666,163,524.6667,452.66666,163,524.6667,452.66666,163,2,0,0,23.34523506,2.497301805
CDCssbGFPmcherry01_106_2,4,-4,0,166,517.6667,430.66666,166,526,451.33334,166,519.3333,437,166,526,451.33334,166,2,0,0,22.28352645,2.383728015
CDCssbGFPmcherry01_106_2,4,-4,0,169,512.3333,430.66666,169,522.3333,451.66666,169,514.6667,441.66666,169,522.3333,451.66666,169,2,0,0,23.2594067,2.488120517
CDCssbGFPmcherry01_106_2,4,-4,0,172,516.6667,435,172,529.6667,457.33334,172,522.3333,447,172,529.6667,457.33334,172,2,0,0,25.84140235,2.764323451
CDCssbGFPmcherry01_106_2,4,-4,0,175,516.6667,433.33334,175,525.6667,457.66666,175,525.6667,457.66666,175,525.6667,457.66666,175,2,0,0,25.94437246,2.775338437
CDCssbGFPmcherry01_106_2,4,-4,0,178,519,432.33334,178,527.3333,457.33334,178,520.3333,445.33334,178,527.3333,457.33334,178,2,0,0,26.35230329,2.818975881
CDCssbGFPmcherry01_106_2,4,-4,0,181,519.3333,432.33334,181,528,458.33334,181,528,458.33334,181,528,458.33334,181,2,0,0,27.40641693,2.931737217
CDCssbGFPmcherry01_106_2,4,-4,0,184,515.6667,431,184,528.3333,457.66666,184,528.3333,457.66666,184,528.3333,457.66666,184,2,0,0,29.52208514,3.158055865
CDCssbGFPmcherry01_106_2,4,-4,0,187,513.6667,433.66666,187,528.3333,460.33334,187,528.3333,460.33334,187,528.3333,460.33334,187,2,0,0,30.43387878,3.255592853
CDCssbGFPmcherry01_106_2,4,-4,0,190,512.3333,433.33334,190,530.3333,460.66666,190,530.3333,460.66666,190,530.3333,460.66666,190,2,0,0,32.72782275,3.500982133
CDCssbGFPmcherry01_106_2,4,-4,0,193,514,434.33334,193,531.6667,460.66666,193,531.6667,460.66666,193,531.6667,460.66666,193,2,0,0,31.71050348,3.392156788
CDCssbGFPmcherry01_106_2,5,-5,0,106,537.75,543,106,527.75,525,106,527.75,525,106,527.75,525,106,1,7,6,20.59126028,2.202701808
CDCssbGFPmcherry01_106_2,5,-5,0,109,532.75,549,109,532.5,525.75,109,532.5,525.75,109,532.5,525.75,109,1,7,6,23.25134405,2.487258034
CDCssbGFPmcherry01_106_2,5,-5,0,112,525.5,550.75,112,534,526.5,112,534,526.5,112,534,526.5,112,1,7,6,25.69654646,2.748827831
CDCssbGFPmcherry01_106_2,5,-5,0,115,545,473.5,115,526.5,454.5,115,526.5,454.5,115,526.5,454.5,115,1,7,6,26.51886121,2.836793024
CDCssbGFPmcherry01_106_2,5,-5,0,118,545,481,118,527.75,459,118,527.75,459,118,527.75,459,118,1,7,6,27.95643933,2.990574574
CDCssbGFPmcherry01_106_2,5,-5,0,121,545.75,482,121,527.25,458.25,121,527.25,458.25,121,527.25,458.25,121,1,7,6,30.1050245,3.220414437
CDCssbGFPmcherry01_106_2,5,-5,0,124,547.25,481.5,124,528.5,458.25,124,536.75,471.5,124,528.5,458.25,124,1,7,6,29.86846163,3.195108679
CDCssbGFPmcherry01_106_2,5,-5,0,127,549.25,482.25,127,530.25,457.25,127,539.5,470.25,127,530.25,457.25,127,1,7,6,31.40063694,3.359009541
CDCssbGFPmcherry01_106_2,5,-5,0,130,547.5,484.25,130,529.25,456.75,130,537.25,471.25,130,529.25,456.75,130,1,7,6,33.00473451,3.530604119
CDCssbGFPmcherry01_106_2,5,-5,0,133,547.25,485.25,133,527.75,458.75,133,537.25,472.5,133,527.75,458.75,133,1,7,6,32.90136775,3.519546702
CDCssbGFPmcherry01_106_2,5,-5,0,136,547.25,487.75,136,527,457.5,136,536.75,468.5,136,527,457.5,136,1,7,6,36.40226641,3.894047131
CDCssbGFPmcherry01_106_2,5,-5,0,139,542,488.75,139,528.25,454,139,535.75,466,139,528.25,454,139,1,7,6,37.37144632,3.997722881
CDCssbGFPmcherry01_106_2,5,-5,0,142,527.5,480.25,142,527.5,442.75,142,529.25,457,142,527.5,442.75,142,1,7,6,37.5,4.011474609
CDCssbGFPmcherry01_106_2,5,-5,0,145,516.75,468.75,145,536.25,433,145,524.25,452.75,145,536.25,433,145,1,7,6,40.72238328,4.356181508
CDCssbGFPmcherry01_106_2,5,-5,0,148,517.75,469,148,538.25,433.75,148,538.25,433.75,148,538.25,433.75,148,1,7,6,40.77759802,4.362087976
CDCssbGFPmcherry01_106_2,5,-5,0,151,517.5,468.75,151,539.5,432.75,151,539.5,432.75,151,539.5,432.75,151,1,7,6,42.19004622,4.513181311
CDCssbGFPmcherry01_106_2,5,-5,0,154,517,469,154,539.75,432,154,525.5,452.5,154,539.75,432,154,1,7,6,43.43457724,4.6463121
CDCssbGFPmcherry01_106_2,5,-5,0,157,520,469.5,157,544,437.25,157,544,437.25,157,544,437.25,157,1,7,6,40.20027985,4.300330718
CDCssbGFPmcherry01_106_2,6,-6,0,160,529.25,431.25,160,530.75,449.25,160,530.75,449.25,160,530.75,449.25,160,5,0,0,18.06239187,1.932182037
CDCssbGFPmcherry01_106_2,6,-6,0,163,530.75,430.25,163,532.75,449,163,532.75,449,163,532.75,449,163,5,0,0,18.85636497,2.017115448
CDCssbGFPmcherry01_106_2,6,-6,0,166,513,431,166,531,445,166,520.75,436.25,166,531,445,166,5,0,0,22.8035085,2.439351876
CDCssbGFPmcherry01_106_2,6,-6,0,169,506.5,433.5,169,527.75,447.5,169,527.75,447.5,169,527.75,447.5,169,5,0,0,25.44724936,2.722159858
CDCssbGFPmcherry01_106_2,6,-6,0,172,509,438.25,172,533.25,450.75,172,533.25,450.75,172,533.25,450.75,172,5,0,0,27.2820912,2.918437764
CDCssbGFPmcherry01_106_2,6,-6,0,175,508.5,436,175,530.5,452.75,175,522.25,443.5,175,530.5,452.75,175,5,0,0,27.65072332,2.957871321
CDCssbGFPmcherry01_106_2,6,-6,0,178,510.25,434.75,178,531.5,453.25,178,523.25,444,178,531.5,453.25,178,5,0,0,28.17467835,3.013920182
CDCssbGFPmcherry01_106_2,6,-6,0,181,510,434.75,181,532.25,454,181,532.25,454,181,532.25,454,181,5,0,0,29.42150574,3.14729662
CDCssbGFPmcherry01_106_2,6,-6,0,184,506.5,437.5,184,532.25,453.25,184,532.25,453.25,184,532.25,453.25,184,5,0,0,30.18484719,3.228953282
CDCssbGFPmcherry01_106_2,6,-6,0,187,504.25,440.5,187,531.5,456,187,531.5,456,187,531.5,456,187,5,0,0,31.34984051,3.353575712
CDCssbGFPmcherry01_106_2,6,-6,0,190,503.25,442.5,190,533,454.5,190,533,454.5,190,533,454.5,190,5,0,0,32.07900404,3.431576272
CDCssbGFPmcherry01_106_2,6,-6,0,193,504.75,444.5,193,534.75,455.75,193,507.75,445.25,193,534.75,455.75,193,5,0,0,32.04001404,3.427405408
CDCssbGFPmcherry01_106_2,6,-6,0,196,503,446.75,196,535.75,455.75,196,535.75,455.75,196,535.75,455.75,196,5,0,0,33.9641355,3.633233792
CDCssbGFPmcherry01_106_2,6,-6,0,199,498.75,451,199,533.25,456.75,199,533.25,456.75,199,533.25,456.75,199,5,0,0,34.97588455,3.741463275
CDCssbGFPmcherry01_106_2,6,-6,0,202,498,444.5,202,533,455,202,520.75,449.25,202,533,455,202,5,0,0,36.54107278,3.908895618
CDCssbGFPmcherry01_106_2,7,-7,1,160,515.75,469.25,160,529.25,450,160,529.25,450,160,529.25,450,160,5,0,0,23.51196504,2.515137354
CDCssbGFPmcherry01_106_2,7,-7,1,163,516.25,470.75,163,531.25,450.75,163,531.25,450.75,163,531.25,450.75,163,5,0,0,25,2.674316406
CDCssbGFPmcherry01_106_2,7,-7,1,166,523.25,473.5,166,530,445.75,166,530,445.75,166,530,445.75,166,5,0,0,28.55914915,3.055048045
CDCssbGFPmcherry01_106_2,7,-7,1,169,525.25,476.75,169,525.25,449.25,169,525.25,449.25,169,525.25,449.25,169,5,0,0,27.5,2.941748047
CDCssbGFPmcherry01_106_2,7,-7,1,172,540.25,477.5,172,531,451.25,172,531,451.25,172,531,451.25,172,5,0,0,27.8320858,2.977272147
CDCssbGFPmcherry01_106_2,7,-7,1,175,533.25,482.25,175,529.5,452.5,175,529.5,452.5,175,529.5,452.5,175,5,0,0,29.98541312,3.20761929
CDCssbGFPmcherry01_106_2,7,-7,1,178,534,482.75,178,531.5,452,178,531.5,452,178,531.5,452,178,5,0,0,30.85145864,3.30026248
CDCssbGFPmcherry01_106_2,7,-7,1,181,535.5,484,181,532.25,452.75,181,532.25,452.75,181,532.25,452.75,181,5,0,0,31.41854548,3.360925266
CDCssbGFPmcherry01_106_2,7,-7,1,184,540.75,482.75,184,531.25,448.5,184,531.25,448.5,184,531.25,448.5,184,5,0,0,35.54310763,3.802140635
CDCssbGFPmcherry01_106_2,7,-7,1,187,542,484.5,187,530,449.75,187,530,449.75,187,530,449.75,187,5,0,0,36.76360292,3.932700258
CDCssbGFPmcherry01_106_2,7,-7,1,190,546.75,481,190,529,444,190,531.75,449.75,190,529,444,190,5,0,0,41.03733057,4.389872256
CDCssbGFPmcherry01_106_2,7,-7,1,193,550.5,483,193,530.75,447.25,193,532,450,193,530.75,447.25,193,5,0,0,40.842686,4.36905061
CDCssbGFPmcherry01_106_2,7,-7,1,196,554.25,481.25,196,529.5,447.25,196,529.5,447.25,196,529.5,447.25,196,5,0,0,42.0542804,4.498658081
CDCssbGFPmcherry01_106_2,7,-7,1,199,555,480.25,199,526.25,447.75,199,526.25,447.75,199,526.25,447.75,199,5,0,0,43.39138739,4.641691967
CDCssbGFPmcherry01_106_2,7,-7,1,202,554.75,479.25,202,526.75,446,202,526.75,446,202,526.75,446,202,5,0,0,43.46909822,4.650004901
CDCssbGFPmcherry01_106_2,8,-8,3,67,534,646.3333,67,542.6667,665,67,542.6667,665,67,542.6667,665,67,0,10,9,20.58050966,2.201551785
CDCssbGFPmcherry01_106_2,8,-8,3,70,507.66666,594,70,531.6667,601.6667,70,531.6667,601.6667,70,531.6667,601.6667,70,0,10,9,25.19484489,2.695159482
CDCssbGFPmcherry01_106_2,8,-8,3,73,510.33334,597.3333,73,535,608,73,535,608,73,535,608,73,0,10,9,26.87419961,2.874804517
CDCssbGFPmcherry01_106_2,8,-8,3,76,510.66666,597,76,538,604.6667,76,525,603.6667,76,538,604.6667,76,0,10,9,28.38819763,3.036760907
CDCssbGFPmcherry01_106_2,8,-8,3,79,502.66666,597.3333,79,531.6667,603,79,505,598.6667,79,531.6667,603,79,0,10,9,29.54849927,3.160881455
CDCssbGFPmcherry01_106_2,8,-8,3,82,505,611,82,537,611,82,537,611,82,537,611,82,0,10,9,32,3.423125
CDCssbGFPmcherry01_106_2,8,-8,3,85,530,591,85,562.3333,589.6667,85,532.6667,592.6667,85,541.3333,593.3333,85,0,10,9,32.36077839,3.461718423
CDCssbGFPmcherry01_106_2,8,-8,3,88,534,547.6667,88,552,576.3333,88,540.3333,559,88,552,576.3333,88,0,10,9,33.84928294,3.620947708
CDCssbGFPmcherry01_106_2,8,-8,3,91,517,543,91,551.3333,543.6667,91,529,546.3333,91,536.6667,545,91,0,10,9,34.33977254,3.673416684
CDCssbGFPmcherry01_106_2,8,-8,3,94,567,549,94,530.6667,530.6667,94,562,545.3333,94,530.6667,530.6667,94,0,10,9,40.69666544,4.353430403
CDCssbGFPmcherry01_106_2,8,-8,3,97,568.6667,548.6667,97,537.3333,531.6667,97,563.3333,544,97,537.3333,531.6667,97,0,10,9,35.64802878,3.813364329
CDCssbGFPmcherry01_106_2,8,-8,3,100,571,538,100,530.6667,533.6667,100,566.3333,537.3333,100,530.6667,533.6667,100,0,10,9,40.5654111,4.339389777
CDCssbGFPmcherry01_106_2,8,-8,3,103,568.6667,548.6667,103,531,531.6667,103,564,544.6667,103,531,531.6667,103,0,10,9,41.32529841,4.420676941
CDCssbGFPmcherry01_106_2,8,-8,3,106,547.6667,508,106,531,543.3333,106,543.6667,511.66666,106,531,543.3333,106,0,10,9,39.06687827,4.17908774
CDCssbGFPmcherry01_106_2,9,-9,0,109,526.6667,544.5,109,544,528,109,544,528,109,544,528,109,8,0,0,23.93101103,2.559963817
CDCssbGFPmcherry01_106_2,9,-9,0,112,522.5,544.1667,112,544.1667,536.5,112,544.1667,536.5,112,544.1667,536.5,112,8,0,0,22.98312811,2.458566263
CDCssbGFPmcherry01_106_2,9,-9,0,115,540.1667,476.16666,115,539.5,451.16666,115,539.5,451.16666,115,539.5,451.16666,115,8,0,0,25.0088882,2.675267201
CDCssbGFPmcherry01_106_2,9,-9,0,118,539.8333,483.5,118,541.5,455.5,118,541.5,455.5,118,541.5,455.5,118,8,0,0,28.0495613,3.000536079
CDCssbGFPmcherry01_106_2,9,-9,0,121,539.5,483,121,540.5,457.16666,121,540.5,457.16666,121,540.5,457.16666,121,8,0,0,25.85268759,2.765530663
CDCssbGFPmcherry01_106_2,9,-9,0,124,542.1667,484.66666,124,541,455.5,124,541,455.5,124,541,455.5,124,8,0,0,29.18998535,3.122530269
CDCssbGFPmcherry01_106_2,9,-9,0,127,546.1667,484.5,127,539,457.16666,127,539,457.16666,127,539,457.16666,127,8,0,0,28.25726569,3.022754769
CDCssbGFPmcherry01_106_2,9,-9,0,130,543,486.66666,130,542.3333,456,130,542.3333,456,130,542.3333,456,130,8,0,0,30.67390625,3.281269229
CDCssbGFPmcherry01_106_2,9,-9,0,133,542.5,487,133,542,452.33334,133,542,452.33334,133,542,452.33334,133,8,0,0,34.67026558,3.708770402
CDCssbGFPmcherry01_106_2,9,-9,0,136,540.8333,489,136,543.5,452.83334,136,543.5,452.83334,136,543.5,452.83334,136,8,0,0,36.26483951,3.879346211
CDCssbGFPmcherry01_106_2,9,-9,0,139,535.8333,489.16666,139,547.3333,453.66666,139,547.3333,453.66666,139,547.3333,453.66666,139,8,0,0,37.31621631,3.99181478
CDCssbGFPmcherry01_106_2,9,-9,0,142,521.6667,477.5,142,544.8333,447,142,529.8333,468,142,544.8333,447,142,8,0,0,38.30067043,4.097124452
CDCssbGFPmcherry01_106_2,9,-9,0,145,512.5,463.16666,145,546,441.66666,145,524.8333,455.5,145,546,441.66666,145,8,0,0,39.80577847,4.258129857
CDCssbGFPmcherry01_106_2,9,-9,0,148,513.5,463.66666,148,549.1667,443.66666,148,549.1667,443.66666,148,549.1667,443.66666,148,8,0,0,40.89148431,4.374270695
CDCssbGFPmcherry01_106_2,9,-9,0,151,514.6667,464.33334,151,550,444.16666,151,529.5,457.16666,151,550,444.16666,151,8,0,0,40.68337586,4.352008781
CDCssbGFPmcherry01_106_2,9,-9,0,154,509,463.16666,154,551.5,444,154,527.5,455.16666,154,551.5,444,154,8,0,0,46.62199969,4.987279147
CDCssbGFPmcherry01_106_2,9,-9,0,157,509.16666,463,157,553,446,157,534.8333,453.33334,157,553,446,157,8,0,0,47.01448389,5.029264224
CDCssbGFPmcherry01_106_2,9,-9,0,160,506,458.5,160,555.3333,448.83334,160,535,454.16666,160,549,450.66666,160,8,0,0,50.27145119,5.377670667
CDCssbGFPmcherry01_106_2,9,-9,0,163,508.16666,455.83334,163,558.1667,448.33334,163,534.8333,452.16666,163,552.1667,449.66666,163,8,0,0,50.5594106,5.40847445
CDCssbGFPmcherry01_106_2,9,-9,0,166,513,466.5,166,545.8333,433,166,536.6667,447.5,166,545.8333,433,166,8,0,0,46.90709529,5.01777658
CDCssbGFPmcherry01_106_2,9,-9,0,169,511.66666,471.33334,169,546.1667,435.66666,169,546.1667,435.66666,169,546.1667,435.66666,169,8,0,0,49.62222105,5.308220795
CDCssbGFPmcherry01_106_2,9,-9,0,172,525.1667,478.66666,172,548.8333,431.16666,172,548.8333,431.16666,172,548.8333,431.16666,172,8,0,0,53.06936928,5.676971397
CDCssbGFPmcherry01_106_2,10,-10,1,109,552.75,514.25,109,543.75,527.75,109,543.75,527.75,109,543.75,527.75,109,8,0,0,16.22498074,1.735629287
CDCssbGFPmcherry01_106_2,10,-10,1,112,559,528.5,112,542.25,535.25,112,542.25,535.25,112,542.25,535.25,112,8,0,0,18.05893131,1.931811851
CDCssbGFPmcherry01_106_2,10,-10,1,115,542,434.5,115,536,450,115,536,450,115,536,450,115,8,0,0,16.62077014,1.777967931
CDCssbGFPmcherry01_106_2,10,-10,1,118,549,439.5,118,539.25,454.75,118,539.25,454.75,118,539.25,454.75,118,8,0,0,18.10041436,1.936249403
CDCssbGFPmcherry01_106_2,10,-10,1,121,548,439.25,121,537,456.25,121,537,456.25,121,537,456.25,121,8,0,0,20.24845673,2.166031201
CDCssbGFPmcherry01_106_2,10,-10,1,124,551,439,124,539,457.75,124,539,457.75,124,539,457.75,124,8,0,0,22.26123312,2.381343238
CDCssbGFPmcherry01_106_2,10,-10,1,127,553.75,440,127,538,457.75,127,538,457.75,127,538,457.75,127,8,0,0,23.73025495,2.538488405
CDCssbGFPmcherry01_106_2,10,-10,1,130,558.25,441.5,130,541,458.5,130,541,458.5,130,541,458.5,130,8,0,0,24.21905242,2.590776369
CDCssbGFPmcherry01_106_2,10,-10,1,133,557.75,441.75,133,540.25,459.5,133,540.25,459.5,133,540.25,459.5,133,8,0,0,24.9261409,2.666415502
CDCssbGFPmcherry01_106_2,10,-10,1,136,560.5,444,136,539.25,460.5,136,539.25,460.5,136,539.25,460.5,136,8,0,0,26.90376368,2.877967064
CDCssbGFPmcherry01_106_2,10,-10,1,139,565,447.5,139,540.25,459.5,139,540.25,459.5,139,540.25,459.5,139,8,0,0,27.50568123,2.942355783
CDCssbGFPmcherry01_106_2,10,-10,1,142,563.75,449,142,536.5,451,142,549.25,453.75,142,536.5,451,142,8,0,0,27.32329592,2.922845542
CDCssbGFPmcherry01_106_2,10,-10,1,145,563.5,449,145,537,443,145,537,443,145,537,443,145,8,0,0,27.17075634,2.906527978
CDCssbGFPmcherry01_106_2,10,-10,1,148,567,452.75,148,538.5,444,148,538.5,444,148,538.5,444,148,8,0,0,29.81295859,3.189171371
CDCssbGFPmcherry01_106_2,10,-10,1,151,568.5,451.75,151,538,444,151,538,444,151,538,444,151,8,0,0,31.469231,3.36634723
CDCssbGFPmcherry01_106_2,10,-10,1,154,567.75,451.5,154,537.5,443.75,154,537.5,443.75,154,537.5,443.75,154,8,0,0,31.22699153,3.340434231
CDCssbGFPmcherry01_106_2,10,-10,1,157,570.75,450.75,157,538.5,447.5,157,538.5,447.5,157,538.5,447.5,157,8,0,0,32.41334602,3.467341722
CDCssbGFPmcherry01_106_2,10,-10,1,160,568.5,444.75,160,536.75,445.75,160,566,444.75,160,536.75,445.75,160,8,0,0,31.76574413,3.398066027
CDCssbGFPmcherry01_106_2,10,-10,1,163,572,445,163,540.5,446.5,163,569.25,444.75,163,540.5,446.5,163,8,0,0,31.53569406,3.37345696
CDCssbGFPmcherry01_106_2,10,-10,1,166,562.25,419,166,534.75,440.5,166,558.5,422.5,166,534.75,440.5,166,8,0,0,34.90701935,3.734096582
CDCssbGFPmcherry01_106_2,10,-10,1,169,560.25,422.25,169,530.25,442.25,169,530.25,442.25,169,530.25,442.25,169,8,0,0,36.05551275,3.856953971
CDCssbGFPmcherry01_106_2,10,-10,1,172,558.5,415.5,172,533.25,443.5,172,553.5,421.25,172,533.25,443.5,172,8,0,0,37.70361389,4.033255728
CDCssbGFPmcherry01_106_2,10,-10,1,175,554.75,414,175,530.75,444,175,549.75,421.5,175,530.75,444,175,8,0,0,38.41874542,4.109755247
CDCssbGFPmcherry01_107,1,-1,3,10,560.5,709.5,10,569.5,725.5,10,569.5,725.5,10,569.5,725.5,10,0,2,4,18.35755975,1.963756929
CDCssbGFPmcherry01_107,1,-1,3,13,564,711,13,570,727,13,570,727,13,570,727,13,0,2,4,17.08800749,1.827949551
CDCssbGFPmcherry01_107,1,-1,3,16,559,718,16,575.5,729,16,575.5,729,16,575.5,729,16,0,2,4,19.83053202,2.121324685
CDCssbGFPmcherry01_107,1,-1,3,19,561.5,741,19,574,726.5,19,574,726.5,19,574,726.5,19,0,2,4,19.14418972,2.047904826
CDCssbGFPmcherry01_107,1,-1,3,22,582.5,664.5,22,604,674.5,22,604,674.5,22,604,674.5,22,0,2,4,23.7118114,2.53651545
CDCssbGFPmcherry01_107,1,-1,3,25,595.5,666,25,615,678,25,615,678,25,615,678,25,0,2,4,22.89650628,2.449300096
CDCssbGFPmcherry01_107,1,-1,3,28,583,677,28,607.5,674.5,28,607.5,674.5,28,607.5,674.5,28,0,2,4,24.62722071,2.634439215
CDCssbGFPmcherry01_107,1,-1,3,31,580.5,682.5,31,608,673.5,31,608,673.5,31,608,673.5,31,0,2,4,28.93527259,3.095282968
CDCssbGFPmcherry01_107,1,-1,3,34,581,686,34,608.5,674,34,608.5,674,34,608.5,674,34,0,2,4,30.00416638,3.209625376
CDCssbGFPmcherry01_107,1,-1,3,37,582,687.5,37,608.5,672.5,37,608.5,672.5,37,608.5,672.5,37,0,2,4,30.45077996,3.257400817
CDCssbGFPmcherry01_107,1,-1,3,40,587,681.5,40,618,680.5,40,618,680.5,40,618,680.5,40,0,2,4,31.01612484,3.317877261
CDCssbGFPmcherry01_107,1,-1,3,43,699.5,614.5,43,722,636,43,722,636,43,722,636,43,0,2,4,31.12073264,3.329067435
CDCssbGFPmcherry01_107,1,-1,3,46,656,565.5,46,678,585,46,672,577.5,46,678,585,46,0,2,4,29.39812919,3.144795968
CDCssbGFPmcherry01_107,1,-1,3,49,670.5,459,49,665.5,427,49,665.5,427,49,665.5,427,49,0,2,4,32.38826948,3.464659218
CDCssbGFPmcherry01_107,1,-1,3,52,653,364.5,52,670,395,52,670,395,52,670,395,52,0,2,4,34.91776052,3.735245593
CDCssbGFPmcherry01_107,1,-1,3,55,653,363,55,669.5,394.5,55,669.5,394.5,55,669.5,394.5,55,0,2,4,35.55980877,3.8039272
CDCssbGFPmcherry01_107,1,-1,3,58,667,387,58,638.5,409.5,58,638.5,409.5,58,638.5,409.5,58,0,2,4,36.31115531,3.884300735
CDCssbGFPmcherry01_107,1,-1,3,61,620,381,61,634,345,61,624.5,364.5,61,634,345,61,0,2,4,38.62641583,4.131970303
CDCssbGFPmcherry01_107,1,-1,3,64,629.5,400,64,592.5,385,64,618,395,64,605.5,394.5,64,0,2,4,39.92492956,4.270875766
CDCssbGFPmcherry01_107,1,-1,3,67,604.5,380,67,615.5,339,67,615.5,339,67,615.5,339,67,0,2,4,42.44997055,4.540986107
CDCssbGFPmcherry01_107,1,-1,3,70,635,377.5,70,599,353,70,614,365.5,70,599,353,70,0,2,4,43.54595274,4.658226234
CDCssbGFPmcherry01_107,1,-1,3,73,641.5,374.5,73,598.5,364,73,616,371,73,598.5,364,73,0,2,4,44.26341605,4.73497519
CDCssbGFPmcherry01_107,1,-1,3,76,595,324,76,633.5,349,76,616.5,335.5,76,633.5,349,76,0,2,4,45.90479278,4.910557618
CDCssbGFPmcherry01_107,1,-1,3,79,589.5,332.5,79,636.5,347,79,613,340,79,636.5,347,79,0,2,4,49.18587196,5.261543374
CDCssbGFPmcherry01_107,1,-1,3,82,581,332,82,630,327.5,82,606.5,328.5,82,630,327.5,82,0,2,4,49.2061988,5.26371779
CDCssbGFPmcherry01_107,1,-1,3,85,581.5,332.5,85,631,329,85,631,329,85,631,329,85,0,2,4,49.6235831,5.308366497
CDCssbGFPmcherry01_107,1,-1,3,88,580,332.5,88,632,328,88,632,328,88,632,328,88,0,2,4,52.19434835,5.583368084
CDCssbGFPmcherry01_107,1,-1,3,91,579.5,334.5,91,633.5,328.5,91,633.5,328.5,91,633.5,328.5,91,0,2,4,54.33231083,5.81207161
CDCssbGFPmcherry01_107,1,-1,3,94,576.5,334.5,94,632,330.5,94,632,330.5,94,632,330.5,94,0,2,4,55.64395744,5.952381932
CDCssbGFPmcherry01_107,1,-1,3,97,573.5,345.5,97,631,330,97,631,330,97,631,330,97,0,2,4,59.55249785,6.370488881
CDCssbGFPmcherry01_107,1,-1,3,100,575,346,100,633.5,329,100,633.5,329,100,633.5,329,100,0,2,4,60.92002955,6.51677738
CDCssbGFPmcherry01_107,1,-1,3,103,574.5,347,103,632,328,103,632,328,103,632,328,103,0,2,4,60.55782361,6.478031248
CDCssbGFPmcherry01_107,1,-1,3,106,574,346,106,634,331.5,106,634,331.5,106,634,331.5,106,0,2,4,61.72722252,6.603124956
CDCssbGFPmcherry01_107,2,-2,1,109,568.5,329.5,109,598.5,342,109,598.5,342,109,598.5,342,109,1,3,0,32.5,3.476611328
CDCssbGFPmcherry01_107,2,-2,1,112,569.5,328.5,112,597,347.5,112,597,347.5,112,597,347.5,112,1,3,0,33.42528983,3.575592039
CDCssbGFPmcherry01_107,2,-2,1,115,575,323.5,115,597,352.5,115,597,352.5,115,597,352.5,115,1,3,0,36.40054945,3.893863464
CDCssbGFPmcherry01_107,2,-2,1,118,591.5,312,118,597.5,349,118,597.5,349,118,597.5,349,118,1,3,0,37.48332963,4.009691336
CDCssbGFPmcherry01_107,2,-2,1,121,605,310,121,592,349.5,121,592,349.5,121,592,349.5,121,1,3,0,41.58425183,4.448377876
CDCssbGFPmcherry01_107,2,-2,1,124,605.5,313.5,124,588.5,353,124,588.5,353,124,588.5,353,124,1,3,0,43.00290688,4.600135175
CDCssbGFPmcherry01_107,2,-2,1,127,610,313.5,127,587.5,352,127,587.5,352,127,587.5,352,127,1,3,0,44.59260028,4.770188901
CDCssbGFPmcherry01_107,2,-2,1,130,605.5,313,130,582.5,352.5,130,582.5,352.5,130,582.5,352.5,130,1,3,0,45.70831434,4.889539798
CDCssbGFPmcherry01_107,2,-2,1,133,608,311,133,584,352,133,592,340.5,133,584,352,133,1,3,0,47.50789408,5.082045623
CDCssbGFPmcherry01_107,2,-2,1,136,570.5,337.5,136,620,336.5,136,620,336.5,136,620,336.5,136,1,3,0,49.51009998,5.296226906
CDCssbGFPmcherry01_107,2,-2,1,139,571.5,337.5,139,622,335,139,594.5,333.5,139,622,335,139,1,3,0,50.56184332,5.408734685
